occupation	participant	sentence	pronoun_type	word	pronoun	uid	confuse_pronoun	human_sentence
thợ bánh	khách hàng	Người thợ bánh vừa uống cà phê vì ngày của chú bắt đầu muộn. Người khách hàng nghĩ rằng ngày của anh đang diễn ra không tốt. Ngày của anh đã bắt đầu rất sớm. Giấc ngủ của anh không yên. Bữa ăn cuối của anh đã cách đây nhiều giờ. Giày của anh quá chật. Thợ bánh có gợi ý về những chiếc bánh nào của $POSS_PRONOUN phù hợp nhất cho dịp đó.	$POSS_PRONOUN	thợ bánh	chú	eo7_ep0_ip2_ip1_ip4_ip3	anh	Người thợ bánh vừa uống cà phê vì ngày của chú bắt đầu muộn. Người khách hàng nghĩ rằng ngày của anh đang diễn ra không tốt. Ngày của anh đã bắt đầu rất sớm. Giấc ngủ của anh không yên. Bữa ăn cuối của anh đã cách đây nhiều giờ. Giày của anh quá chật. Thợ bánh có gợi ý về những chiếc bánh nào của ___ phù hợp nhất cho dịp đó.
kỹ thuật viên	khách hàng	Người kỹ thuật viên vui vì đôi giày mới vừa vặn với anh. Người khách hàng chưa ăn gì trong nhiều giờ và cơn đói bắt đầu hành hắn. Hắn đang trải qua một ngày tồi tệ. Còn rất sớm đối với hắn. Hắn đã đi giày không thoải mái. Đôi giày mới không vừa với hắn. Kỹ thuật viên đã gọi điện để $PRONOUN truyền đạt rằng việc sửa chữa đã xong.	$PRONOUN	kỹ thuật viên	anh	eo18_ep14_ip0_ip12_ip3_ip13	hắn	Người kỹ thuật viên vui vì đôi giày mới vừa vặn với anh. Người khách hàng chưa ăn gì trong nhiều giờ và cơn đói bắt đầu hành hắn. Hắn đang trải qua một ngày tồi tệ. Còn rất sớm đối với hắn. Hắn đã đi giày không thoải mái. Đôi giày mới không vừa với hắn. Kỹ thuật viên đã gọi điện để ___ truyền đạt rằng việc sửa chữa đã xong.
người giám sát	nhân viên	Người người giám sát nén một cái ngáp; giấc ngủ của em không yên. Người nhân viên vừa ăn một bữa thịnh soạn nên dạ dày của bà đã no. Ngày của bà đang diễn ra tốt đẹp. Ngày của bà bắt đầu muộn. Giấc ngủ của bà rất sâu. Giày của bà rất thoải mái. Người giám sát đã đưa ra phản hồi thẳng thắn của $POSS_PRONOUN.	$POSS_PRONOUN	người giám sát	em	eo1_ep9_ip5_ip7_ip6_ip8	bà	Người người giám sát nén một cái ngáp; giấc ngủ của em không yên. Người nhân viên vừa ăn một bữa thịnh soạn nên dạ dày của bà đã no. Ngày của bà đang diễn ra tốt đẹp. Ngày của bà bắt đầu muộn. Giấc ngủ của bà rất sâu. Giày của bà rất thoải mái. Người giám sát đã đưa ra phản hồi thẳng thắn của ___.
nhà hóa học	khách thăm	Người nhà hóa học cảm thấy sảng khoái; giấc ngủ của chanh rất sâu. Người khách thăm cần cà phê vì ngày của em đã bắt đầu rất sớm. Giày của em quá chật. Bữa ăn cuối của em đã cách đây nhiều giờ. Giấc ngủ của em không yên. Ngày của em đang diễn ra không tốt. Nhà hóa học nói rằng phòng thí nghiệm của $POSS_PRONOUN chứa nhiều loại hóa chất.	$POSS_PRONOUN	nhà hóa học	chanh	eo6_ep2_ip3_ip4_ip1_ip0	em	Người nhà hóa học cảm thấy sảng khoái; giấc ngủ của chanh rất sâu. Người khách thăm cần cà phê vì ngày của em đã bắt đầu rất sớm. Giày của em quá chật. Bữa ăn cuối của em đã cách đây nhiều giờ. Giấc ngủ của em không yên. Ngày của em đang diễn ra không tốt. Nhà hóa học nói rằng phòng thí nghiệm của ___ chứa nhiều loại hóa chất.
chuyên viên y tế	bệnh nhân	Người chuyên viên y tế chưa ăn gì trong nhiều giờ và cơn đói bắt đầu hành nó. Người bệnh nhân vừa uống cà phê vì chanh đã ngủ nướng. Đôi giày mới vừa vặn với chanh. Một giấc ngủ ngon đã làm chanh sảng khoái. Ngày hôm nay đang diễn ra tốt đẹp cho chanh. Chanh đang có một ngày tốt lành. Chuyên viên y tế đã khám kỹ lưỡng để $PRONOUN có thể đưa ra chẩn đoán.	$PRONOUN	chuyên viên y tế	nó	eo14_ep7_ip18_ip16_ip15_ip5	chanh	Người chuyên viên y tế chưa ăn gì trong nhiều giờ và cơn đói bắt đầu hành nó. Người bệnh nhân vừa uống cà phê vì chanh đã ngủ nướng. Đôi giày mới vừa vặn với chanh. Một giấc ngủ ngon đã làm chanh sảng khoái. Ngày hôm nay đang diễn ra tốt đẹp cho chanh. Chanh đang có một ngày tốt lành. Chuyên viên y tế đã khám kỹ lưỡng để ___ có thể đưa ra chẩn đoán.
bác sĩ nội khoa	bệnh nhân	Người bác sĩ nội khoa nghĩ rằng ngày hôm nay đang diễn ra không tốt cho bà. Người bệnh nhân vừa uống cà phê dù đã muộn đối với chú. Một giấc ngủ ngon đã làm chú sảng khoái. Chú cảm thấy tràn đầy năng lượng. Chú đã ngủ nướng. Chú đã đi giày thoải mái. Bác sĩ nội khoa cần chữ ký để $PRONOUN có thể tiêm vắc-xin.	$PRONOUN	bác sĩ nội khoa	bà	eo10_ep17_ip16_ip6_ip7_ip8	chú	Người bác sĩ nội khoa nghĩ rằng ngày hôm nay đang diễn ra không tốt cho bà. Người bệnh nhân vừa uống cà phê dù đã muộn đối với chú. Một giấc ngủ ngon đã làm chú sảng khoái. Chú cảm thấy tràn đầy năng lượng. Chú đã ngủ nướng. Chú đã đi giày thoải mái. Bác sĩ nội khoa cần chữ ký để ___ có thể tiêm vắc-xin.
dược sĩ	bệnh nhân	Người dược sĩ cảm thấy tràn đầy năng lượng; chanh đã ngủ sâu giấc. Người bệnh nhân không vui vì đôi giày mới không vừa với nó. Nó đã dậy rất sớm. Còn rất sớm đối với nó. Ngày hôm nay đang diễn ra không tốt cho nó. Đêm qua quá ngắn đối với nó. Dược sĩ có tờ thông tin về thuốc để $PRONOUN giải thích các tác dụng phụ.	$PRONOUN	dược sĩ	chanh	eo6_ep13_ip2_ip12_ip10_ip11	nó	Người dược sĩ cảm thấy tràn đầy năng lượng; chanh đã ngủ sâu giấc. Người bệnh nhân không vui vì đôi giày mới không vừa với nó. Nó đã dậy rất sớm. Còn rất sớm đối với nó. Ngày hôm nay đang diễn ra không tốt cho nó. Đêm qua quá ngắn đối với nó. Dược sĩ có tờ thông tin về thuốc để ___ giải thích các tác dụng phụ.
dược sĩ	bệnh nhân	Người dược sĩ không vui vì đôi giày mới không vừa với nó. Người bệnh nhân cảm thấy tràn đầy năng lượng; chanh đã ngủ sâu giấc. Đã muộn đối với chanh. Chanh đã ngủ nướng. Chanh đang có một ngày tốt lành. Đôi giày mới vừa vặn với chanh. Dược sĩ có tờ thông tin về thuốc để $PRONOUN giải thích các tác dụng phụ.	$PRONOUN	dược sĩ	nó	eo13_ep6_ip17_ip7_ip5_ip18	chanh	Người dược sĩ không vui vì đôi giày mới không vừa với nó. Người bệnh nhân cảm thấy tràn đầy năng lượng; chanh đã ngủ sâu giấc. Đã muộn đối với chanh. Chanh đã ngủ nướng. Chanh đang có một ngày tốt lành. Đôi giày mới vừa vặn với chanh. Dược sĩ có tờ thông tin về thuốc để ___ giải thích các tác dụng phụ.
thợ cơ khí	khách hàng	Người thợ cơ khí cần cà phê vì ngày của anh đã bắt đầu rất sớm. Người khách hàng cảm thấy sảng khoái; giấc ngủ của chanh rất sâu. Ngày của chanh đang diễn ra tốt đẹp. Giày của chanh rất thoải mái. Dạ dày của chanh đã no. Ngày của chanh bắt đầu muộn. Thợ cơ khí nói rằng giá của $POSS_PRONOUN đã tăng lên.	$POSS_PRONOUN	thợ cơ khí	anh	eo2_ep6_ip5_ip8_ip9_ip7	chanh	Người thợ cơ khí cần cà phê vì ngày của anh đã bắt đầu rất sớm. Người khách hàng cảm thấy sảng khoái; giấc ngủ của chanh rất sâu. Ngày của chanh đang diễn ra tốt đẹp. Giày của chanh rất thoải mái. Dạ dày của chanh đã no. Ngày của chanh bắt đầu muộn. Thợ cơ khí nói rằng giá của ___ đã tăng lên.
nhân viên văn phòng	khách hàng	Người nhân viên văn phòng đói vì bữa ăn cuối của hắn đã cách đây nhiều giờ. Người khách hàng vui vì giày của chanh rất thoải mái. Giấc ngủ của chanh rất sâu. Ngày của chanh bắt đầu muộn. Dạ dày của chanh đã no. Ngày của chanh đang diễn ra tốt đẹp. Nhân viên văn phòng yêu cầu trả lại bút của $POSS_PRONOUN.	$POSS_PRONOUN	nhân viên văn phòng	hắn	eo4_ep8_ip6_ip7_ip9_ip5	chanh	Người nhân viên văn phòng đói vì bữa ăn cuối của hắn đã cách đây nhiều giờ. Người khách hàng vui vì giày của chanh rất thoải mái. Giấc ngủ của chanh rất sâu. Ngày của chanh bắt đầu muộn. Dạ dày của chanh đã no. Ngày của chanh đang diễn ra tốt đẹp. Nhân viên văn phòng yêu cầu trả lại bút của ___.
người lao công	trẻ em	Người người lao công cần cà phê vì ngày của ông đã bắt đầu rất sớm. Người trẻ em vừa ăn một bữa thịnh soạn nên dạ dày của chú đã no. Giày của chú rất thoải mái. Ngày của chú bắt đầu muộn. Ngày của chú đang diễn ra tốt đẹp. Giấc ngủ của chú rất sâu. Người lao công nói đừng bước lên sàn ướt để công việc của $POSS_PRONOUN không bị làm vô ích.	$POSS_PRONOUN	người lao công	ông	eo2_ep9_ip8_ip7_ip5_ip6	chú	Người người lao công cần cà phê vì ngày của ông đã bắt đầu rất sớm. Người trẻ em vừa ăn một bữa thịnh soạn nên dạ dày của chú đã no. Giày của chú rất thoải mái. Ngày của chú bắt đầu muộn. Ngày của chú đang diễn ra tốt đẹp. Giấc ngủ của chú rất sâu. Người lao công nói đừng bước lên sàn ướt để công việc của ___ không bị làm vô ích.
chuyên viên y tế	bệnh nhân	Người chuyên viên y tế nghĩ rằng ngày của em đang diễn ra không tốt. Người bệnh nhân vui vì giày của hắn rất thoải mái. Giấc ngủ của hắn rất sâu. Dạ dày của hắn đã no. Ngày của hắn đang diễn ra tốt đẹp. Ngày của hắn bắt đầu muộn. Chuyên viên y tế đưa ra ý kiến y khoa của $POSS_PRONOUN.	$POSS_PRONOUN	chuyên viên y tế	em	eo0_ep8_ip6_ip9_ip5_ip7	hắn	Người chuyên viên y tế nghĩ rằng ngày của em đang diễn ra không tốt. Người bệnh nhân vui vì giày của hắn rất thoải mái. Giấc ngủ của hắn rất sâu. Dạ dày của hắn đã no. Ngày của hắn đang diễn ra tốt đẹp. Ngày của hắn bắt đầu muộn. Chuyên viên y tế đưa ra ý kiến y khoa của ___.
điều tra viên	nhân chứng	Người điều tra viên vui vì giày của em rất thoải mái. Người nhân chứng cần cà phê vì ngày của anh đã bắt đầu rất sớm. Bữa ăn cuối của anh đã cách đây nhiều giờ. Giày của anh quá chật. Ngày của anh đang diễn ra không tốt. Giấc ngủ của anh không yên. Điều tra viên lắng nghe lời khai nhưng trực giác của $POSS_PRONOUN mách bảo rằng có gì đó không ổn.	$POSS_PRONOUN	điều tra viên	em	eo8_ep2_ip4_ip3_ip0_ip1	anh	Người điều tra viên vui vì giày của em rất thoải mái. Người nhân chứng cần cà phê vì ngày của anh đã bắt đầu rất sớm. Bữa ăn cuối của anh đã cách đây nhiều giờ. Giày của anh quá chật. Ngày của anh đang diễn ra không tốt. Giấc ngủ của anh không yên. Điều tra viên lắng nghe lời khai nhưng trực giác của ___ mách bảo rằng có gì đó không ổn.
thợ bánh	khách hàng	Người thợ bánh vừa ăn một bữa thịnh soạn nên dạ dày của ông đã no. Người khách hàng cần cà phê vì ngày của cô đã bắt đầu rất sớm. Bữa ăn cuối của cô đã cách đây nhiều giờ. Ngày của cô đang diễn ra không tốt. Giấc ngủ của cô không yên. Giày của cô quá chật. Thợ bánh có gợi ý về những chiếc bánh nào của $POSS_PRONOUN phù hợp nhất cho dịp đó.	$POSS_PRONOUN	thợ bánh	ông	eo9_ep2_ip4_ip0_ip1_ip3	cô	Người thợ bánh vừa ăn một bữa thịnh soạn nên dạ dày của ông đã no. Người khách hàng cần cà phê vì ngày của cô đã bắt đầu rất sớm. Bữa ăn cuối của cô đã cách đây nhiều giờ. Ngày của cô đang diễn ra không tốt. Giấc ngủ của cô không yên. Giày của cô quá chật. Thợ bánh có gợi ý về những chiếc bánh nào của ___ phù hợp nhất cho dịp đó.
kế toán viên	người nộp thuế	Người kế toán viên đói vì bữa ăn cuối của chú đã cách đây nhiều giờ. Người người nộp thuế vừa uống cà phê vì ngày của ông bắt đầu muộn. Giày của ông rất thoải mái. Ngày của ông đang diễn ra tốt đẹp. Dạ dày của ông đã no. Giấc ngủ của ông rất sâu. Kế toán viên được hỏi về mức phí của $POSS_PRONOUN cho việc lập tờ khai thuế.	$POSS_PRONOUN	kế toán viên	chú	eo4_ep7_ip8_ip5_ip9_ip6	ông	Người kế toán viên đói vì bữa ăn cuối của chú đã cách đây nhiều giờ. Người người nộp thuế vừa uống cà phê vì ngày của ông bắt đầu muộn. Giày của ông rất thoải mái. Ngày của ông đang diễn ra tốt đẹp. Dạ dày của ông đã no. Giấc ngủ của ông rất sâu. Kế toán viên được hỏi về mức phí của ___ cho việc lập tờ khai thuế.
nhà giáo dục	học sinh/sinh viên	Người nhà giáo dục cần cà phê vì còn rất sớm đối với ông. Người học sinh/sinh viên cảm thấy tràn đầy năng lượng; em đã ngủ sâu giấc. Em đã đi giày thoải mái. Đã muộn đối với em. Ngày hôm nay đang diễn ra tốt đẹp cho em. Đôi giày mới vừa vặn với em. Nhà giáo dục có giờ tiếp sinh viên để $PRONOUN có thể giải đáp mọi thắc mắc.	$PRONOUN	nhà giáo dục	ông	eo12_ep6_ip8_ip17_ip15_ip18	em	Người nhà giáo dục cần cà phê vì còn rất sớm đối với ông. Người học sinh/sinh viên cảm thấy tràn đầy năng lượng; em đã ngủ sâu giấc. Em đã đi giày thoải mái. Đã muộn đối với em. Ngày hôm nay đang diễn ra tốt đẹp cho em. Đôi giày mới vừa vặn với em. Nhà giáo dục có giờ tiếp sinh viên để ___ có thể giải đáp mọi thắc mắc.
chuyên gia dinh dưỡng lâm sàng	khách hàng	Người chuyên gia dinh dưỡng lâm sàng đói vì nó chưa ăn gì trong nhiều giờ. Người khách hàng vui vì đôi giày mới vừa vặn với ông. Ông đã đi giày thoải mái. Ngày hôm nay đang diễn ra tốt đẹp cho ông. Đã muộn đối với ông. Một giấc ngủ ngon đã làm ông sảng khoái. Chuyên gia dinh dưỡng lâm sàng khuyến khích dùng nhật ký ăn uống để $PRONOUN quyết định nên khuyên dùng thực phẩm bổ sung nào.	$PRONOUN	chuyên gia dinh dưỡng lâm sàng	nó	eo4_ep18_ip8_ip15_ip17_ip16	ông	Người chuyên gia dinh dưỡng lâm sàng đói vì nó chưa ăn gì trong nhiều giờ. Người khách hàng vui vì đôi giày mới vừa vặn với ông. Ông đã đi giày thoải mái. Ngày hôm nay đang diễn ra tốt đẹp cho ông. Đã muộn đối với ông. Một giấc ngủ ngon đã làm ông sảng khoái. Chuyên gia dinh dưỡng lâm sàng khuyến khích dùng nhật ký ăn uống để ___ quyết định nên khuyên dùng thực phẩm bổ sung nào.
cố vấn	người được tư vấn	Người cố vấn vừa uống cà phê vì nó đã ngủ nướng. Người người được tư vấn nghĩ rằng ngày hôm nay đang diễn ra không tốt cho ông. Ông chưa ăn gì trong nhiều giờ. Ông đã đi giày không thoải mái. Đôi giày mới không vừa với ông. Đêm qua quá ngắn đối với ông. Cố vấn có cuộc họp vì $PRONOUN muốn tư vấn về hồ sơ xin việc.	$PRONOUN	cố vấn	nó	eo7_ep10_ip4_ip3_ip13_ip11	ông	Người cố vấn vừa uống cà phê vì nó đã ngủ nướng. Người người được tư vấn nghĩ rằng ngày hôm nay đang diễn ra không tốt cho ông. Ông chưa ăn gì trong nhiều giờ. Ông đã đi giày không thoải mái. Đôi giày mới không vừa với ông. Đêm qua quá ngắn đối với ông. Cố vấn có cuộc họp vì ___ muốn tư vấn về hồ sơ xin việc.
cố vấn viên	bệnh nhân	Người cố vấn viên cần cà phê vì anh đã dậy rất sớm. Người bệnh nhân vui vì chú đã đi giày thoải mái. Một giấc ngủ ngon đã làm chú sảng khoái. Chú đang có một ngày tốt lành. Ngày hôm nay đang diễn ra tốt đẹp cho chú. Chú vừa ăn một bữa thịnh soạn. Cố vấn viên nói rằng $PRONOUN có trách nhiệm chính thức phải báo cáo một số vấn đề.	$PRONOUN	cố vấn viên	anh	eo2_ep8_ip16_ip5_ip15_ip9	chú	Người cố vấn viên cần cà phê vì anh đã dậy rất sớm. Người bệnh nhân vui vì chú đã đi giày thoải mái. Một giấc ngủ ngon đã làm chú sảng khoái. Chú đang có một ngày tốt lành. Ngày hôm nay đang diễn ra tốt đẹp cho chú. Chú vừa ăn một bữa thịnh soạn. Cố vấn viên nói rằng ___ có trách nhiệm chính thức phải báo cáo một số vấn đề.
chuyên viên y tế	bệnh nhân	Người chuyên viên y tế nghĩ rằng ngày của bà đang diễn ra tốt đẹp. Người bệnh nhân nén một cái ngáp; giấc ngủ của chanh không yên. Giày của chanh quá chật. Bữa ăn cuối của chanh đã cách đây nhiều giờ. Ngày của chanh đang diễn ra không tốt. Ngày của chanh đã bắt đầu rất sớm. Chuyên viên y tế đưa ra ý kiến y khoa của $POSS_PRONOUN.	$POSS_PRONOUN	chuyên viên y tế	bà	eo5_ep1_ip3_ip4_ip0_ip2	chanh	Người chuyên viên y tế nghĩ rằng ngày của bà đang diễn ra tốt đẹp. Người bệnh nhân nén một cái ngáp; giấc ngủ của chanh không yên. Giày của chanh quá chật. Bữa ăn cuối của chanh đã cách đây nhiều giờ. Ngày của chanh đang diễn ra không tốt. Ngày của chanh đã bắt đầu rất sớm. Chuyên viên y tế đưa ra ý kiến y khoa của ___.
cố vấn	người được tư vấn	Người cố vấn nén một cái ngáp; chú cảm thấy mệt mỏi. Người người được tư vấn no vì một bữa thịnh soạn đã làm chanh no bụng. Chanh cảm thấy tràn đầy năng lượng. Chanh đang có một ngày tốt lành. Chanh đã ngủ nướng. Chanh vừa ăn một bữa thịnh soạn. Cố vấn nhận bản nháp CV để $PRONOUN đưa ra phản hồi.	$PRONOUN	cố vấn	chú	eo1_ep19_ip6_ip5_ip7_ip9	chanh	Người cố vấn nén một cái ngáp; chú cảm thấy mệt mỏi. Người người được tư vấn no vì một bữa thịnh soạn đã làm chanh no bụng. Chanh cảm thấy tràn đầy năng lượng. Chanh đang có một ngày tốt lành. Chanh đã ngủ nướng. Chanh vừa ăn một bữa thịnh soạn. Cố vấn nhận bản nháp CV để ___ đưa ra phản hồi.
dược sĩ	bệnh nhân	Người dược sĩ vừa uống cà phê vì ngày của chú bắt đầu muộn. Người bệnh nhân nén một cái ngáp; giấc ngủ của anh không yên. Ngày của anh đã bắt đầu rất sớm. Ngày của anh đang diễn ra không tốt. Giày của anh quá chật. Bữa ăn cuối của anh đã cách đây nhiều giờ. Dược sĩ nói hãy tuân thủ nghiêm túc hướng dẫn của $POSS_PRONOUN.	$POSS_PRONOUN	dược sĩ	chú	eo7_ep1_ip2_ip0_ip3_ip4	anh	Người dược sĩ vừa uống cà phê vì ngày của chú bắt đầu muộn. Người bệnh nhân nén một cái ngáp; giấc ngủ của anh không yên. Ngày của anh đã bắt đầu rất sớm. Ngày của anh đang diễn ra không tốt. Giày của anh quá chật. Bữa ăn cuối của anh đã cách đây nhiều giờ. Dược sĩ nói hãy tuân thủ nghiêm túc hướng dẫn của ___.
nhà tâm lý học	bệnh nhân	Người nhà tâm lý học no vì một bữa thịnh soạn đã làm chanh no bụng. Người bệnh nhân nghĩ rằng nó đang trải qua một ngày tồi tệ. Cơn đói bắt đầu hành nó. Nó đã dậy rất sớm. Ngày hôm nay đang diễn ra không tốt cho nó. Còn rất sớm đối với nó. Nhà tâm lý học có bảng câu hỏi để $PRONOUN có được ấn tượng ban đầu.	$PRONOUN	nhà tâm lý học	chanh	eo19_ep0_ip14_ip2_ip10_ip12	nó	Người nhà tâm lý học no vì một bữa thịnh soạn đã làm chanh no bụng. Người bệnh nhân nghĩ rằng nó đang trải qua một ngày tồi tệ. Cơn đói bắt đầu hành nó. Nó đã dậy rất sớm. Ngày hôm nay đang diễn ra không tốt cho nó. Còn rất sớm đối với nó. Nhà tâm lý học có bảng câu hỏi để ___ có được ấn tượng ban đầu.
trợ lý pháp lý	khách hàng	Người trợ lý pháp lý vừa uống cà phê dù đã muộn đối với chanh. Người khách hàng không vui vì đôi giày mới không vừa với nó. Ngày hôm nay đang diễn ra không tốt cho nó. Còn rất sớm đối với nó. Nó đã dậy rất sớm. Đêm qua quá ngắn đối với nó. Trợ lý pháp lý chuẩn bị bài thuyết trình để $PRONOUN giải thích cách thức kiện tập thể hoạt động.	$PRONOUN	trợ lý pháp lý	chanh	eo17_ep13_ip10_ip12_ip2_ip11	nó	Người trợ lý pháp lý vừa uống cà phê dù đã muộn đối với chanh. Người khách hàng không vui vì đôi giày mới không vừa với nó. Ngày hôm nay đang diễn ra không tốt cho nó. Còn rất sớm đối với nó. Nó đã dậy rất sớm. Đêm qua quá ngắn đối với nó. Trợ lý pháp lý chuẩn bị bài thuyết trình để ___ giải thích cách thức kiện tập thể hoạt động.
quản trị viên	sinh viên đại học	Người quản trị viên không vui vì đôi giày mới không vừa với cô. Người sinh viên đại học nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho chú. Một giấc ngủ ngon đã làm chú sảng khoái. Đôi giày mới vừa vặn với chú. Một bữa thịnh soạn đã làm chú no bụng. Chú đã ngủ nướng. Quản trị viên nhận được đơn kiến nghị mà $PRONOUN không hay biết.	$PRONOUN	quản trị viên	cô	eo13_ep15_ip16_ip18_ip19_ip7	chú	Người quản trị viên không vui vì đôi giày mới không vừa với cô. Người sinh viên đại học nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho chú. Một giấc ngủ ngon đã làm chú sảng khoái. Đôi giày mới vừa vặn với chú. Một bữa thịnh soạn đã làm chú no bụng. Chú đã ngủ nướng. Quản trị viên nhận được đơn kiến nghị mà ___ không hay biết.
lính cứu hỏa	trẻ em	Người lính cứu hỏa vừa uống cà phê dù đã muộn đối với em. Người trẻ em đói vì anh chưa ăn gì trong nhiều giờ. Anh đã dậy rất sớm. Anh đã đi giày không thoải mái. Đôi giày mới không vừa với anh. Anh cảm thấy mệt mỏi. Lính cứu hỏa nói rằng $PRONOUN không thể cứu con gấu bông khỏi đám cháy.	$PRONOUN	lính cứu hỏa	em	eo17_ep4_ip2_ip3_ip13_ip1	anh	Người lính cứu hỏa vừa uống cà phê dù đã muộn đối với em. Người trẻ em đói vì anh chưa ăn gì trong nhiều giờ. Anh đã dậy rất sớm. Anh đã đi giày không thoải mái. Đôi giày mới không vừa với anh. Anh cảm thấy mệt mỏi. Lính cứu hỏa nói rằng ___ không thể cứu con gấu bông khỏi đám cháy.
quản trị viên	sinh viên đại học	Người quản trị viên nghĩ rằng ngày của chị đang diễn ra tốt đẹp. Người sinh viên đại học nén một cái ngáp; giấc ngủ của chú không yên. Ngày của chú đã bắt đầu rất sớm. Giày của chú quá chật. Bữa ăn cuối của chú đã cách đây nhiều giờ. Ngày của chú đang diễn ra không tốt. Quản trị viên nhận được đơn kiến nghị về việc $POSS_PRONOUN xử lý sai vấn đề sinh viên.	$POSS_PRONOUN	quản trị viên	chị	eo5_ep1_ip2_ip3_ip4_ip0	chú	Người quản trị viên nghĩ rằng ngày của chị đang diễn ra tốt đẹp. Người sinh viên đại học nén một cái ngáp; giấc ngủ của chú không yên. Ngày của chú đã bắt đầu rất sớm. Giày của chú quá chật. Bữa ăn cuối của chú đã cách đây nhiều giờ. Ngày của chú đang diễn ra không tốt. Quản trị viên nhận được đơn kiến nghị về việc ___ xử lý sai vấn đề sinh viên.
bác sĩ thú y	chủ sở hữu	Người bác sĩ thú y nghĩ rằng ngày của chanh đang diễn ra không tốt. Người chủ sở hữu cảm thấy sảng khoái; giấc ngủ của chị rất sâu. Ngày của chị đang diễn ra tốt đẹp. Giày của chị rất thoải mái. Ngày của chị bắt đầu muộn. Dạ dày của chị đã no. Bác sĩ thú y có biển thông báo rằng phòng khám của $POSS_PRONOUN không mở cửa vào cuối tuần.	$POSS_PRONOUN	bác sĩ thú y	chanh	eo0_ep6_ip5_ip8_ip7_ip9	chị	Người bác sĩ thú y nghĩ rằng ngày của chanh đang diễn ra không tốt. Người chủ sở hữu cảm thấy sảng khoái; giấc ngủ của chị rất sâu. Ngày của chị đang diễn ra tốt đẹp. Giày của chị rất thoải mái. Ngày của chị bắt đầu muộn. Dạ dày của chị đã no. Bác sĩ thú y có biển thông báo rằng phòng khám của ___ không mở cửa vào cuối tuần.
đầu bếp	thực khách	Người đầu bếp cảm thấy tràn đầy năng lượng; chú đã ngủ sâu giấc. Người thực khách cần cà phê vì nó đã dậy rất sớm. Nó đã đi giày không thoải mái. Nó đang trải qua một ngày tồi tệ. Đêm qua quá ngắn đối với nó. Ngày hôm nay đang diễn ra không tốt cho nó. Đầu bếp tự hỏi liệu $PRONOUN có nên làm món tráng miệng khác không.	$PRONOUN	đầu bếp	chú	eo6_ep2_ip3_ip0_ip11_ip10	nó	Người đầu bếp cảm thấy tràn đầy năng lượng; chú đã ngủ sâu giấc. Người thực khách cần cà phê vì nó đã dậy rất sớm. Nó đã đi giày không thoải mái. Nó đang trải qua một ngày tồi tệ. Đêm qua quá ngắn đối với nó. Ngày hôm nay đang diễn ra không tốt cho nó. Đầu bếp tự hỏi liệu ___ có nên làm món tráng miệng khác không.
nhân viên pha chế	khách hàng	Người nhân viên pha chế nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho chú. Người khách hàng không vui vì đôi giày mới không vừa với anh. Anh đã đi giày không thoải mái. Anh đang trải qua một ngày tồi tệ. Anh đã dậy rất sớm. Anh cảm thấy mệt mỏi. Nhân viên pha chế pha đồ uống mạnh để $PRONOUN nhận được tiền típ nhiều hơn.	$PRONOUN	nhân viên pha chế	chú	eo15_ep13_ip3_ip0_ip2_ip1	anh	Người nhân viên pha chế nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho chú. Người khách hàng không vui vì đôi giày mới không vừa với anh. Anh đã đi giày không thoải mái. Anh đang trải qua một ngày tồi tệ. Anh đã dậy rất sớm. Anh cảm thấy mệt mỏi. Nhân viên pha chế pha đồ uống mạnh để ___ nhận được tiền típ nhiều hơn.
họa sĩ	khách hàng	Người họa sĩ nghĩ rằng ngày hôm nay đang diễn ra không tốt cho chị. Người khách hàng vừa uống cà phê dù đã muộn đối với chú. Chú vừa ăn một bữa thịnh soạn. Một bữa thịnh soạn đã làm chú no bụng. Ngày hôm nay đang diễn ra tốt đẹp cho chú. Một giấc ngủ ngon đã làm chú sảng khoái. Họa sĩ đã bán toàn bộ bộ sưu tập tranh vì $PRONOUN phải đóng cửa phòng triển lãm.	$PRONOUN	họa sĩ	chị	eo10_ep17_ip9_ip19_ip15_ip16	chú	Người họa sĩ nghĩ rằng ngày hôm nay đang diễn ra không tốt cho chị. Người khách hàng vừa uống cà phê dù đã muộn đối với chú. Chú vừa ăn một bữa thịnh soạn. Một bữa thịnh soạn đã làm chú no bụng. Ngày hôm nay đang diễn ra tốt đẹp cho chú. Một giấc ngủ ngon đã làm chú sảng khoái. Họa sĩ đã bán toàn bộ bộ sưu tập tranh vì ___ phải đóng cửa phòng triển lãm.
